,product,review_rating,review_text,word_count,Text,neg,neu,pos,compound,Sentiment
3609,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best budget phone,6,budget,0.0,1.0,0.0,0.0,Positive
3610,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,cheap best product,6,cheap,0.0,1.0,0.0,0.0,Positive
3611,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,really value money,6,really value money,0.0,0.426,0.574,0.4005,Positive
3612,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best class,5,class,0.0,1.0,0.0,0.0,Positive
3613,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,lovely product,4,lovely,0.0,0.0,1.0,0.5859,Positive
3614,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great product,4,great,0.0,0.0,1.0,0.6249,Positive
3615,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nyc appreciate,4,nyc appreciate,0.0,0.27,0.73,0.4019,Positive
3616,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,gud experience,4,gud experience,0.0,1.0,0.0,0.0,Positive
3617,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awsome,3,awsome,0.0,1.0,0.0,0.0,Positive
3618,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,crispz,3,crispz,0.0,1.0,0.0,0.0,Positive
3619,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,display lightning issue,5,display lightning issue,0.0,1.0,0.0,0.0,Positive
3620,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good phone must buy,7,very must buy,0.0,1.0,0.0,0.0,Positive
3621,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome phone,4,awesome,0.0,0.0,1.0,0.6249,Positive
3622,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery life better,7,life better,0.0,0.256,0.744,0.4404,Positive
3623,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing phone,5,amazing,0.0,0.0,1.0,0.5859,Positive
3624,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent product great value,6,excellent great value,0.0,0.0,1.0,0.8807,Positive
3625,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good good good,8,,0.0,0.0,0.0,0.0,Positive
3626,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome mobile hyped,7,awesome mobile hyped,0.0,0.328,0.672,0.6249,Positive
3627,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice mobile one plus nord,7,nice mobile plus nord,0.0,0.517,0.483,0.4215,Positive
3628,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,it feels like flagship device,7,it feel like flagship device,0.0,0.435,0.565,0.4404,Positive
3629,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awsm everythingloved,5,awsm everythingloved,0.0,1.0,0.0,0.0,Positive
3630,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,my first phone best phone,8,my first,0.0,1.0,0.0,0.0,Positive
3631,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one plus nord quality best,8,plus nord,0.0,1.0,0.0,0.0,Positive
3632,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent quality products,6,excellent product,0.0,0.213,0.787,0.5719,Positive
3633,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good excellent phone,7,very excellent,0.0,0.2,0.8,0.6115,Positive
3634,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good phone price tag,8,price tag,0.0,1.0,0.0,0.0,Positive
3635,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,plz solve speaker quality,7,plz solve speaker,0.0,0.244,0.756,0.2732,Positive
3636,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome phone good prize,7,awesome prize,0.0,0.0,1.0,0.8126,Positive
3637,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great value money,6,great value money,0.0,0.133,0.867,0.7579,Positive
3638,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,performance best,5,performance,0.0,1.0,0.0,0.0,Positive
3639,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone oneplus,6,,0.0,0.0,0.0,0.0,Positive
3640,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice mobile i love,7,nice mobile love,0.0,0.125,0.875,0.7906,Positive
3641,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,simply superb,4,simply superb,0.0,0.196,0.804,0.6249,Positive
3642,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,superb mobile,4,superb mobile,0.0,0.196,0.804,0.6249,Positive
3643,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great product,4,great,0.0,0.0,1.0,0.6249,Positive
3644,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing phone,4,amazing,0.0,0.0,1.0,0.5859,Positive
3645,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome phone,4,awesome,0.0,0.0,1.0,0.6249,Positive
3646,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super mobile camera superb,7,super mobile superb,0.0,0.111,0.889,0.8402,Positive
3647,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super,3,super,0.0,0.0,1.0,0.5994,Positive
3648,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super,3,super,0.0,0.0,1.0,0.5994,Positive
3649,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,a value money package,7,a value money package,0.0,0.556,0.444,0.34,Positive
3650,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,this phone really amazing,7,this really amazing,0.0,0.328,0.672,0.624,Positive
3651,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,ilmost done nice phone,7,ilmost done nice,0.0,0.417,0.583,0.4215,Positive
3652,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,mobile phone fab,6,mobile fab,0.0,0.25,0.75,0.4588,Positive
3653,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,my money safe,6,my money safe,0.0,0.408,0.592,0.4404,Positive
3654,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product value money,7,value money,0.0,0.294,0.706,0.34,Positive
3655,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phn price range,8,phn price range,0.0,1.0,0.0,0.0,Positive
3656,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,perfect phone price,7,perfect price,0.0,0.213,0.787,0.5719,Positive
3657,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice buy effective price,7,nice buy effective price,0.0,0.253,0.747,0.7096,Positive
3658,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product,4,nice,0.0,0.0,1.0,0.4215,Positive
3659,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice good looking phone,8,nice looking,0.0,0.263,0.737,0.4215,Positive
3660,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best mobile one puls nord,8,mobile pul nord,0.0,1.0,0.0,0.0,Positive
3661,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,handy touch smooth,8,handy touch smooth,0.0,1.0,0.0,0.0,Positive
3662,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall performance good,6,overall performance,0.0,1.0,0.0,0.0,Positive
3663,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awsm phn very fast response,7,awsm phn very fast response,0.0,1.0,0.0,0.0,Positive
3664,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall good product,5,overall,0.0,1.0,0.0,0.0,Positive
3665,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very nice product,6,very nice,0.0,0.244,0.756,0.4754,Positive
3666,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything superb,5,everything superb,0.0,0.196,0.804,0.6249,Positive
3667,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone 28k,6,28k,0.0,1.0,0.0,0.0,Positive
3668,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery life poor,6,life poor,0.756,0.244,0.0,-0.4767,Negative
3669,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,it works smoothly,6,it work smoothly,0.0,1.0,0.0,0.0,Positive
3670,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,esay handle phone,6,esay handle,0.0,1.0,0.0,0.0,Positive
3671,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone middle range,7,middle range,0.0,1.0,0.0,0.0,Positive
3672,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very nice,5,very nice,0.0,0.244,0.756,0.4754,Positive
3673,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product,4,nice,0.0,0.0,1.0,0.4215,Positive
3674,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice phone,4,nice,0.0,0.0,1.0,0.4215,Positive
3675,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good working,4,working,0.0,1.0,0.0,0.0,Positive
3676,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product,4,,0.0,0.0,0.0,0.0,Positive
3677,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super camera,4,super,0.0,0.0,1.0,0.5994,Positive
3678,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product,4,nice,0.0,0.0,1.0,0.4215,Positive
3679,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall good,4,overall,0.0,1.0,0.0,0.0,Positive
3680,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product,4,nice,0.0,0.0,1.0,0.4215,Positive
3681,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product,4,,0.0,0.0,0.0,0.0,Positive
3682,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent,4,excellent,0.0,0.0,1.0,0.5719,Positive
3683,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,beast budget,6,beast budget,0.0,1.0,0.0,0.0,Positive
3684,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great phone great price,7,great great price,0.0,0.109,0.891,0.8481,Positive
3685,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nyc pictures clicked nord,7,nyc picture clicked nord,0.0,1.0,0.0,0.0,Positive
3686,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product,4,,0.0,0.0,0.0,0.0,Positive
3687,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3688,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice,3,nice,0.0,0.0,1.0,0.4215,Positive
3689,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3690,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice,3,nice,0.0,0.0,1.0,0.4215,Positive
3691,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3692,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,like,3,like,0.0,0.0,1.0,0.3612,Positive
3693,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3694,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3695,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,100,3,100,0.0,1.0,0.0,0.0,Positive
3696,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3697,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice,3,nice,0.0,0.0,1.0,0.4215,Positive
3698,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3699,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best,3,,0.0,0.0,0.0,0.0,Positive
3700,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
3701,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone forever,5,forever,0.0,1.0,0.0,0.0,Positive
3702,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,no 1 best android smartphone,8,no 1 android smartphone,0.423,0.577,0.0,-0.296,Negative
3703,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,sparkled,3,sparkled,0.0,1.0,0.0,0.0,Positive
3704,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best smartphone 30000,6,smartphone 30000,0.0,1.0,0.0,0.0,Positive
3705,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one plus nord network issue,7,plus nord network issue,0.0,1.0,0.0,0.0,Positive
3706,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best product renge,7,renge,0.0,1.0,0.0,0.0,Positive
3707,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,btry pblmso retuned back,7,btry pblmso retuned back,0.0,1.0,0.0,0.0,Positive
3708,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery discharge very fast,6,discharge very fast,0.0,1.0,0.0,0.0,Positive
3709,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,worth money nice one,7,worth money nice,0.0,0.175,0.825,0.5719,Positive
3710,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,verry nice useful phone,7,verry nice useful,0.0,0.149,0.851,0.6908,Positive
3711,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very nice phone one plus,8,very nice plus,0.0,0.393,0.607,0.4754,Positive
3712,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,it one best phone,9,it,0.0,1.0,0.0,0.0,Positive
3713,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best midrange phone of 2020,7,midrange of 2020,0.0,1.0,0.0,0.0,Positive
3714,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,i love product,8,love,0.0,0.0,1.0,0.6369,Positive
3715,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very much good product,7,very much,0.0,1.0,0.0,0.0,Positive
3716,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone range,7,range,0.0,1.0,0.0,0.0,Positive
3717,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,product fabulous,5,fabulous,0.0,0.0,1.0,0.5267,Positive
3718,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,bestnordbetter,3,bestnordbetter,0.0,1.0,0.0,0.0,Positive
3719,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,over good phone,6,over,0.0,1.0,0.0,0.0,Positive
3720,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,bettery good,6,bettery,0.0,1.0,0.0,0.0,Positive
3721,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best price,6,price,0.0,1.0,0.0,0.0,Positive
3722,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best 30k segment,6,30k segment,0.0,1.0,0.0,0.0,Positive
3723,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very smart phone,6,very smart,0.0,0.25,0.75,0.4576,Positive
3724,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery life low,6,life low,0.677,0.323,0.0,-0.2732,Negative
3725,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,product looks good,5,look,0.0,1.0,0.0,0.0,Positive
3726,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone,5,,0.0,0.0,0.0,0.0,Positive
3727,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice mobile,4,nice mobile,0.0,0.263,0.737,0.4215,Positive
3728,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice cality,4,nice cality,0.0,0.263,0.737,0.4215,Positive
3729,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprint,3,fingerprint,0.0,1.0,0.0,0.0,Positive
3730,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best mobile,4,mobile,0.0,1.0,0.0,0.0,Positive
3731,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,osm,3,osm,0.0,1.0,0.0,0.0,Positive
3732,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,55,3,55,0.0,1.0,0.0,0.0,Positive
3733,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera quality good,7,,0.0,0.0,0.0,0.0,Positive
3734,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice look nd touch,8,nice look nd touch,0.0,0.517,0.483,0.4215,Positive
3735,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,i really like product,7,really like,0.0,0.264,0.736,0.4201,Positive
3736,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,this device good,8,this device,0.0,1.0,0.0,0.0,Positive
3737,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,work more improve in phone,7,work more improve in,0.0,0.484,0.516,0.4927,Positive
3738,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,over phone best,8,over,0.0,1.0,0.0,0.0,Positive
3739,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome phone 30000,6,awesome 30000,0.0,0.196,0.804,0.6249,Positive
3740,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent mobile 30k,6,excellent mobile 30k,0.0,0.351,0.649,0.5719,Positive
3741,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good amazing budget phone,6,amazing budget,0.0,0.208,0.792,0.5859,Positive
3742,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera quality good,7,,0.0,0.0,0.0,0.0,Positive
3743,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,the front camera is aswome,7,the front is aswome,0.0,1.0,0.0,0.0,Positive
3744,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing product worth,6,amazing worth,0.0,0.0,1.0,0.6908,Positive
3745,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,verry good quality product,6,verry,0.0,1.0,0.0,0.0,Positive
3746,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,all excellent mobile,6,all excellent mobile,0.0,0.351,0.649,0.5719,Positive
3747,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product satisfied,6,nice satisfied,0.0,0.0,1.0,0.6808,Positive
3748,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good fluidity,5,fluidity,0.0,1.0,0.0,0.0,Positive
3749,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing phone,5,amazing,0.0,0.0,1.0,0.5859,Positive
3750,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent product,4,excellent,0.0,0.0,1.0,0.5719,Positive
3751,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good phone,6,very,0.0,1.0,0.0,0.0,Positive
3752,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,weight less mobile,5,weight le mobile,0.0,1.0,0.0,0.0,Positive
3753,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best oneplus phone,5,,0.0,0.0,0.0,0.0,Positive
3754,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good quality phone,5,,0.0,0.0,0.0,0.0,Positive
3755,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything good,5,everything,0.0,1.0,0.0,0.0,Positive
3756,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,value money,5,value money,0.0,0.294,0.706,0.34,Positive
3757,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,find phone,4,find,0.0,1.0,0.0,0.0,Positive
3758,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,loved it,4,loved it,0.0,0.204,0.796,0.5994,Positive
3759,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone,4,,0.0,0.0,0.0,0.0,Positive
3760,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great,4,great,0.0,0.0,1.0,0.6249,Positive
3761,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice phone,4,nice,0.0,0.0,1.0,0.4215,Positive
3762,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good phone,4,,0.0,0.0,0.0,0.0,Positive
3763,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super,3,super,0.0,0.0,1.0,0.5994,Positive
3764,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome,4,awesome,0.0,0.0,1.0,0.6249,Positive
3765,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice phone,4,nice,0.0,0.0,1.0,0.4215,Positive
3766,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice phone,4,nice,0.0,0.0,1.0,0.4215,Positive
3767,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone,4,,0.0,0.0,0.0,0.0,Positive
3768,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good phone,4,,0.0,0.0,0.0,0.0,Positive
3769,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome,4,awesome,0.0,0.0,1.0,0.6249,Positive
3770,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,its awesome,4,it awesome,0.0,0.196,0.804,0.6249,Positive
3771,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent,4,excellent,0.0,0.0,1.0,0.5719,Positive
3772,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product nice quality,6,nice,0.0,0.0,1.0,0.4215,Positive
3773,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great phone as expected,6,great a expected,0.0,0.328,0.672,0.6249,Positive
3774,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product oneplus,6,,0.0,0.0,0.0,0.0,Positive
3775,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone budget,7,budget,0.0,1.0,0.0,0.0,Positive
3776,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,does support navic,6,doe support navic,0.0,0.426,0.574,0.4019,Positive
3777,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone price,7,price,0.0,1.0,0.0,0.0,Positive
3778,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best value money,6,value money,0.0,0.294,0.706,0.34,Positive
3779,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent phone 30k,6,excellent 30k,0.0,0.213,0.787,0.5719,Positive
3780,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice click osm reader,7,nice click osm reader,0.0,0.517,0.483,0.4215,Positive
3781,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,such awesome smartphone,6,such awesome smartphone,0.0,0.328,0.672,0.6249,Positive
3782,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,finger print fast,7,finger print fast,0.0,1.0,0.0,0.0,Positive
3783,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product must buy,6,must buy,0.0,1.0,0.0,0.0,Positive
3784,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,no words wonderful mobile,6,no word wonderful mobile,0.722,0.278,0.0,-0.6367,Negative
3785,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super performance,4,super performance,0.0,0.204,0.796,0.5994,Positive
3786,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent product,4,excellent,0.0,0.0,1.0,0.5719,Positive
3787,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent product,4,excellent,0.0,0.0,1.0,0.5719,Positive
3788,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good product,5,very,0.0,1.0,0.0,0.0,Positive
3789,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,zeher phone zeher,5,zeher zeher,0.0,1.0,0.0,0.0,Positive
3790,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good battery life,5,life,0.0,1.0,0.0,0.0,Positive
3791,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good quality,5,very,0.0,1.0,0.0,0.0,Positive
3792,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,a good phone,6,a,0.0,1.0,0.0,0.0,Positive
